draw_date,n1,n2,n3,n4,n5,n6,jolly,superstar
2015-05-21,17,21,23,51,65,87,53,48
2015-05-19,6,20,43,44,46,67,85,52
2015-05-16,3,32,39,65,75,76,51,57
2015-05-14,19,25,42,51,55,56,24,75
2015-05-12,10,19,48,78,85,90,22,42
2015-05-09,31,40,52,55,62,76,17,44
2015-05-07,12,32,43,46,58,77,18,1
2015-05-05,7,31,33,78,86,87,72,88
2015-05-02,6,34,45,46,59,73,35,56
2015-04-30,18,28,31,33,55,78,81,8
2015-04-28,10,41,59,61,65,71,8,37
2015-04-27,8,26,39,56,78,85,49,3
2015-04-23,8,13,27,34,47,83,6,22
2015-04-21,4,17,52,59,67,84,88,13
2015-04-18,10,11,18,36,47,85,48,6
2015-04-16,37,38,43,69,79,86,72,53
2015-04-14,36,45,56,79,81,90,52,44
2015-04-11,26,54,55,73,86,90,3,19
2015-04-09,7,25,30,44,47,68,53,4
2015-04-07,4,18,20,68,72,77,21,41
2015-04-04,11,38,44,48,56,83,28,90
2015-04-02,33,36,61,66,83,85,20,81
2015-03-31,3,15,23,33,46,78,54,5
2015-03-28,5,22,60,71,74,81,88,31
2015-03-26,10,21,40,46,79,84,35,62
2015-03-24,8,17,29,32,65,90,81,37
2015-03-21,4,7,9,19,55,58,83,40
2015-03-19,5,7,20,38,57,85,23,8
2015-03-17,10,13,21,36,66,69,73,46
2015-03-14,28,30,39,46,68,89,5,3
2015-03-12,7,36,38,63,73,90,78,67
2015-03-10,9,19,68,70,71,81,39,37
2015-03-07,26,36,56,68,73,81,62,5
2015-03-05,35,44,62,74,82,90,68,19
2015-03-03,16,26,48,61,63,87,81,17
2015-02-28,5,10,34,48,56,87,23,40
2015-02-26,17,41,44,57,73,86,24,68
2015-02-24,6,29,56,72,82,83,76,24
2015-02-21,5,16,33,48,57,87,79,5
2015-02-19,23,35,44,49,66,84,2,75
2015-02-17,20,27,40,60,61,66,11,69
2015-02-14,13,31,32,57,60,79,90,10
2015-02-12,25,32,44,56,77,87,28,44
2015-02-10,30,59,72,74,77,78,9,27
2015-02-07,24,27,38,40,56,81,66,3
2015-02-05,7,8,10,45,49,53,20,49
2015-02-03,12,29,43,56,60,75,10,59
2015-01-31,8,44,54,58,59,86,73,50
2015-01-29,27,29,58,64,67,80,54,73
2015-01-27,5,10,47,59,66,73,53,21
2015-01-24,22,23,24,59,63,81,44,82
2015-01-22,11,12,44,57,77,89,76,41
2015-01-20,2,11,15,39,84,87,52,1
2015-01-17,18,22,31,54,71,80,52,43
2015-01-15,2,5,7,12,23,42,9,9
2015-01-13,9,10,36,67,76,83,72,76
2015-01-10,2,13,22,37,48,90,8,78
2015-01-08,6,9,29,41,50,90,13,32
2015-01-07,9,16,19,26,28,46,71,16
2015-01-05,16,37,48,68,84,90,11,12
2015-01-03,14,26,31,40,58,68,76,45
